dataset_of_10s_track,dataset_of_10s_artist,dataset_of_10s_uri,dataset_of_10s_danceability,dataset_of_10s_energy,dataset_of_10s_key,dataset_of_10s_loudness,dataset_of_10s_mode,dataset_of_10s_speechiness,dataset_of_10s_acousticness,dataset_of_10s_instrumentalness,dataset_of_10s_liveness,dataset_of_10s_valence,dataset_of_10s_tempo,dataset_of_10s_duration_ms,dataset_of_10s_time_signature,dataset_of_10s_chorus_hit,dataset_of_10s_sections,dataset_of_10s_target,dataset_of_10s_id_ano
Hooray. It's L.A.,Blindside,spotify:track:3fMQTuh34J7oRsKFp73Tja,"0,492","0,922",11,-4,0,"0,0402","2,36E-05",0,"0,0443","0,54","146,015",197707,4,"35,02745",8,0,2
Hopeful Shivering,Apocryphal,spotify:track:3xy2AxrchPiAtx4AHkM5UZ,"0,547","0,647",11,"-9,015",0,"0,0371","0,124","0,00752","0,104","0,182","120,045",392375,4,"50,51804",17,0,2
Hot A Di Press,Panda Dub,spotify:track:3KDzxvjk7tspwjLhEEp38O,"0,604","0,817",2,"-6,808",1,"0,375","0,175",0,"0,41","0,902","71,251",223880,4,"32,86769",11,0,2
Hot Boy,Bobby Shmurda,spotify:track:0rFke7eNFHbGuGJUdRgjB2,"0,859","0,5",9,"-7,628",1,"0,347","0,042","1,6E-05","0,0616","0,186","83,981",194561,4,"47,44412",13,1,2
Hot Shower,Chance The Rapper Featuring MadeinTYO & DaBaby,spotify:track:00ko9WaS4jOX1kEk3gvHjf,"0,897","0,522",2,"-7,578",1,"0,374","0,0016",0,"0,0554","0,623","149,986",225924,4,"22,43194",9,1,2
Hot Tottie,Usher Featuring Jay-Z,spotify:track:1Vot6YSxInL52SGTN0XN9n,"0,654","0,866",6,"-4,332",0,"0,286","0,00155","5,38E-06","0,0928","0,669","87,525",299333,4,"22,25047",15,1,2
Hotline Bling,Drake,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,"0,891","0,625",2,"-7,861",1,"0,0558","0,00261","0,000176","0,0504","0,548","134,967",267067,4,"69,38968",8,1,2
How Can I Tell You - Live,Charles Lloyd,spotify:track:4ZUlQw3KS7qiBrgJxSyel0,"0,385","0,3",3,"-12,746",1,"0,0363","0,975","0,374","0,769","0,253","90,703",586186,4,"38,30842",25,0,2
How Far I'll Go,Auli'i Cravalho,spotify:track:6mb6lVLNrcUgLnEN8QnDJd,"0,571","0,307",1,"-10,958",0,"0,0499","0,649",0,"0,178","0,108","83,72",163387,4,"44,13681",7,1,2
How to Screw up Your Future and Disappoint Your Loved Ones,Settle Your Scores,spotify:track:5IrhLbdayXhmWrJm6w2u0q,"0,524","0,879",1,"-4,403",1,"0,0972","0,000204",0,"0,134","0,61","96,039",251309,4,"83,35424",9,0,2
How We Do (Party),Rita Ora,spotify:track:56cQwIA14AQRdyWsu2Abdb,"0,739","0,926",7,"-3,927",1,"0,0725","0,00298",0,"0,108","0,718","116,03",247213,4,"25,92025",10,1,2
Howl In the Sky,Biscaya,spotify:track:6qci8ivMbW2Be81nfqG5jY,"0,334","0,963",9,"-7,399",1,"0,108","0,000982","0,00678","0,115","0,122","130,387",291867,4,"45,24102",10,0,2
Humans Are Such Easy Prey,Perturbator,spotify:track:67dA1a6OCUtLHgq9qdQ216,"0,448","0,893",1,"-2,568",1,"0,0367","0,0002","0,893","0,0706","0,033","120,988",262720,4,"28,03375",10,0,2
Hurt You,The Weeknd Featuring Gesaffelstein,spotify:track:6QdnKD1zwEgyOWtkrdzlOF,"0,476","0,718",5,"-7,227",0,"0,149","0,263","0,00261","0,109","0,361","183,932",230027,4,"30,03328",9,1,2
i,Kendrick Lamar,spotify:track:7wdzLe2Gsx1RGqbvYZHASz,"0,755","0,884",10,"-5,296",0,"0,0638","0,0208","2,97E-06","0,248","0,897","121,927",231933,4,"24,64039",15,1,2
I,Lil Skies,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,"0,649","0,453",6,"-7,28",1,"0,085","0,627",0,"0,116","0,431","99,183",181891,4,"77,08385",5,1,2
I Am the Beasts of Death,Winterwolf,spotify:track:5c3EXg1Oa7LtSpAfxxhUTG,"0,164","0,91",6,"-10,353",1,"0,0887","8,64E-06","0,914","0,276","0,178","94,964",285808,4,"81,95574",8,0,2
I Can Change,LCD Soundsystem,spotify:track:2073QOEC8rBtSyTsRyaWiP,"0,644","0,73",1,"-6,565",1,"0,0287","0,00215","0,00178","0,233","0,695","116,981",352004,4,"52,37549",15,0,2
I Do Care,Viktoria Tolstoy,spotify:track:2iTRlacp6sPFS9ZPQivfJC,"0,648","0,692",2,"-8,565",1,"0,0426","0,243","4,44E-06","0,398","0,719","124,952",213013,4,"39,90396",10,0,2
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,spotify:track:55n9yjI6qqXh5F2mYvUc2y,"0,731","0,445",0,"-8,418",1,"0,0533","0,0586","1,96E-05","0,14","0,106","117,97",247160,4,"65,54703",9,1,2
I Fall Apart,Post Malone,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,"0,556","0,538",8,"-5,408",0,"0,0382","0,0689",0,"0,196","0,291","143,95",223347,4,"30,75575",11,1,2
I Feel Alive,Ramin Djawadi,spotify:track:2GP6cPGsGLtiy99uJZ5ZL5,"0,0707","0,0661",5,"-22,432",0,"0,0403","0,941","0,979","0,0868","0,0326","76,239",159623,5,"48,00945",6,0,2
I Feel Alright (1970) - Mono Single Edit,The Stooges,spotify:track:35dFj2bep4AneEz3Gc5HVa,"0,39","0,926",4,"-5,857",0,"0,0342","0,0242","0,0295","0,432","0,875","112,099",198533,4,"30,79811",9,0,2
I Have Dreamed,Christian McBride,spotify:track:4bBIADw4urJPkcx0YOfEIo,"0,331","0,0861",5,"-21,226",1,"0,0354","0,918","0,902","0,106","0,152","107,436",507533,4,"24,54809",21,0,2
I Knew You Were Trouble.,Taylor Swift,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,"0,622","0,469",3,"-6,798",0,"0,0363","0,00454","2,25E-06","0,0398","0,679","77,019",217973,4,"29,00532",10,1,2
I Like It,Enrique Iglesias Featuring Pitbull,spotify:track:4nVyHATevhl5RC6Qmoko5H,"0,646","0,94",10,"-2,856",0,"0,0838","0,0209",0,"0,0691","0,704","129,011",231787,4,"48,46913",10,1,2
I Like It Like That,Hot Chelle Rae Featuring New Boyz,spotify:track:6eFahAdQgABBj1XOM99cBG,"0,742","0,784",1,"-5,458",1,"0,0552","0,0308",0,"0,354","0,65","101,002",188200,4,"22,9217",9,1,2
I Love It,Kanye West & Lil Pump,spotify:track:4S8d14HvHb70ImctNgVzQQ,"0,901","0,522",2,"-8,304",1,"0,33","0,0114",0,"0,259","0,329","104,053",127947,4,"54,54286",5,1,2
I Love You This Big,Scotty McCreery,spotify:track:3wtKovRRtvu6wbTjeKA26Q,"0,521","0,647",9,"-6,344",1,"0,0295","0,0922","8,21E-05","0,123","0,326","83,963",246120,4,"53,51067",7,1,2
I Wanna Die,Harley Poe,spotify:track:1wQDdCFGWzljnTvKdhoNpA,"0,345","0,714",0,"-5,48",1,"0,0566","0,296",0,"0,127","0,524","178,522",215079,4,"43,9041",11,0,2
I Wanna Get Lost with You (Acoustic 2015) [Bonus Track],Stereophonics,spotify:track:5K0Wk9dmEhxv2fieYNV9ki,"0,513","0,568",7,"-8,956",0,"0,0287","0,564","1,44E-06","0,0998","0,162","120,154",256853,4,"49,5851",11,0,2
I Was Jack (You Were Diane),Jake Owen,spotify:track:3dlCF1mzW1UKMOb4b1XN17,"0,603","0,866",6,"-3,541",1,"0,0443","0,0819",0,"0,0521","0,543","94,057",187027,4,"41,70083",7,1,2
I Will Always Love You (Instrumental Piano),Tim O'Neill,spotify:track:4g1eH1YvVRtwEXgoYQtVxM,"0,302","0,0717",4,"-18,865",1,"0,0607","0,993","0,918","0,0817","0,182","172,716",290920,3,"108,22794",15,0,2
I Wish You Would,DJ Khaled Featuring Kanye West & Rick Ross,spotify:track:0n0HybfiBU3YDQNVtWugtm,"0,705","0,873",5,"-1,311",1,"0,0504","0,0497",0,"0,342","0,619","141,973",237347,4,"26,88303",11,1,2
I Won't Let Go,Rascal Flatts,spotify:track:1T1C9VVQ1lb60WxWZx7KoG,"0,557","0,406",4,"-7,083",1,"0,0278","0,742",0,"0,113","0,222","131,96",227760,4,"32,97309",10,1,2
I.H.E.,Miss May I,spotify:track:1c5FP1UuxzD4ZSoNoKmNfy,"0,353","0,902",1,"-3,739",1,"0,0879","0,000101",0,"0,148","0,118","169,939",227647,4,"41,31643",8,0,2
Ice Tray,Quavo & Lil Yachty,spotify:track:3wdfLVUhmX64lIyWIIEW8s,"0,89","0,504",8,"-5,444",0,"0,123","0,023",0,"0,123","0,222","129,969",213613,4,"45,71645",9,1,2
If I Didn't Have You,Thompson Square,spotify:track:6PQ0WLZnT479J7Q1TGIb3n,"0,549","0,805",6,"-3,431",1,"0,0277","0,0628","5,26E-06","0,343","0,53","147,91",202907,4,"27,77833",10,1,2
If It Ain't Love,Jason Derulo,spotify:track:5YHR8wBR5jXfGtP766NiAT,"0,503","0,843",10,"-4,991",0,"0,316","0,0487",0,"0,344","0,778","128,63",203105,4,"53,45365",8,1,2
I'll Find My Way Back To You,The Cats,spotify:track:6h75uWeUhcaU9jL4WrXXvk,"0,672","0,594",9,"-7,348",1,"0,0312","0,0206","6,4E-06","0,191","0,817","122,374",220147,4,"21,09708",13,0,2
I'm Into You,Jennifer Lopez Featuring Lil Wayne,spotify:track:1l9OdG3g9o3TYcU7xI8yWE,"0,592","0,747",8,"-4,439",0,"0,135","0,0181",0,"0,0752","0,704","83,929",200133,4,"39,12679",9,1,2
I'm not a good person,Pat The Bunny,spotify:track:27wOKBP8KERkFP2sqqHloH,"0,636","0,54",9,"-6,632",1,"0,0284","0,77","9,36E-06","0,343","0,584","132,779",174407,4,"35,01817",6,0,2
I'm Not Gonna Miss You,Glen Campbell,spotify:track:6G5NsbGQlLQx4xjZE69Lnt,"0,449","0,356",7,"-9,373",1,"0,0286","0,59","2,83E-06","0,0824","0,177","126,472",177347,4,"46,10768",7,1,2
I'm Old Fashioned,Cassandra Wilson,spotify:track:6KIh0xv79hVtnIumlNty4u,"0,511","0,397",8,"-15,15",1,"0,0923","0,0301",0,"0,0698","0,521","135,218",183960,4,"23,35495",10,0,2
I'm Ready,AJR,spotify:track:2dgFqylK6gyILa4HY65u0y,"0,628","0,867",9,"-3,555",1,"0,0913","0,0108",0,"0,308","0,597","78,043",227311,4,"51,90759",11,1,2
I'm Yours (Instrumental Version),Matt Carlson,spotify:track:6H5DRQ3dbA2yoq7oHjQ5CU,"0,524","0,175",0,"-11,789",1,"0,0568","0,92","0,858","0,0667","0,668","158,472",177000,4,"53,65695",9,0,2
Immortals,Fall Out Boy,spotify:track:3Te8uLyit6X3ncNW8Fp3K2,"0,615","0,868",2,"-3,606",1,"0,07","0,00131","1,54E-06","0,671","0,475","108,017",189387,4,"23,19929",9,1,2
In The Dark,Dev,spotify:track:1pbHy9VBpSyZh56xuujZz0,"0,736","0,823",8,"-4,231",1,"0,0675","0,00358","0,000914","0,33","0,442","124,954",226227,4,"30,17382",9,1,2
In The End,Anime,spotify:track:47RdxOp686m51Z8QWf5DHp,"0,433","0,96",4,"-1,991",0,"0,113","0,00399","0,0352","0,075","0,078","174,012",201724,4,"30,70863",10,0,2
IN THE NAME OF,BABYMETAL,spotify:track:3wgBCEAT15oNbRw8NAr83h,"0,487","0,978",9,"-4,411",1,"0,102","0,000163","0,771","0,149","0,0375","129,994",270626,4,"79,27429",9,0,2
In the Trenches,Dying Fetus,spotify:track:36YSMRcddGQIFBuYnvZOMv,"0,298","0,946",6,"-5,62",0,"0,0733","0,00167","0,0628","0,349","0,628","103,329",224480,4,"54,13061",8,0,2
Incubations,Roland Mercier,spotify:track:1uO9ZJFzDuwQ2XzmHt5TmN,"0,194","0,0388",2,"-28,622",0,"0,0421","0,987","0,761","0,104","0,0952","83,457",189000,1,"25,01347",9,0,2
Infrared,Pusha T,spotify:track:6cpsixIHI63L0hwh3CwZg3,"0,674","0,578",10,"-8,768",0,"0,298","0,0518","0,0055","0,72","0,163","112,265",170240,5,"29,04994",5,1,2
Inoculate the Innocuous,The Unicorns,spotify:track:17DkINHP2qVaSWx31M13dh,"0,362","0,45",7,"-8,204",1,"0,0628","0,312","0,332","0,0965","0,162","83,441",318227,4,"44,88507",14,0,2
Inside Out,Spoon,spotify:track:7qCZgvV98j6RjUULW1s1it,"0,621","0,62",0,"-4,721",1,"0,0293","0,459","0,162","0,0771","0,515","176,016",301960,4,"27,54915",15,0,2
Instrumental Music for Dogs,Sleepy Dogs,spotify:track:4npQ1Y3UgJYrFw0ZtdZ5nX,"0,286","0,00486",3,"-28,462",1,"0,0381","0,994","0,839","0,0965","0,0323","72,179",52013,4,"15,26394",3,0,2
Into The Unknown,Idina Menzel & AURORA,spotify:track:3Z0oQ8r78OUaHvGPiDBR3W,"0,323","0,405",10,"-8,533",0,"0,0413","0,849","0,000544","0,138","0,274","145,104",194848,5,"37,63138",9,1,2
Is Anybody Out There?,K'Naan Featuring Nelly Furtado,spotify:track:4hgOvDJXYPCqEpEKznz9YX,"0,641","0,87",0,"-3,953",1,"0,175","0,0248",0,"0,291","0,42","95,019",238747,4,"42,6456",10,1,2
Island of the Honest Man,Hot Hot Heat,spotify:track:1hVPxNsx6lVb0YordwO7gU,"0,353","0,914",4,"-2,105",1,"0,0745","0,00177","0,342","0,204","0,449","146,397",182133,4,"53,5463",9,0,2
Issues,Julia Michaels,spotify:track:7vu0JkJh0ldukEYbTVcqd0,"0,728","0,415",8,"-6,852",1,"0,0639","0,401",0,"0,0616","0,455","114,145",176320,4,"28,36717",11,1,2
It All Comes Out In The Wash,Miranda Lambert,spotify:track:41FLEFSeRCv19OBn0vLiaH,"0,602","0,73",0,"-4,925",1,"0,0314","0,00106","0,000115","0,095","0,923","164,027",214787,4,"33,71075",12,1,2
It's a Small World - Instrumental,Fred Mollin,spotify:track:3wI9eq7AaOYGnaO3kKoA8o,"0,666","0,434",5,"-12,283",1,"0,0691","0,987","0,949","0,0821","0,947","100,036",84962,4,"44,08211",4,0,2
It's Been A Long. Long Time,Jackie Gleason,spotify:track:5Wj7TGu1qO4W5KpmNA0HcP,"0,267","0,074",7,"-20,313",1,"0,0356","0,914","0,9","0,209","0,149","137,732",212173,4,"61,56717",12,0,2
It's Only Rock & Roll (But I Like It),Clinic,spotify:track:6JmcMcZUhRdINwqtn4if7q,"0,579","0,571",2,"-9,435",1,"0,169","0,735","0,931","0,131","0,603","186,698",186703,4,"18,35623",11,0,2
It's Only Smiles,Periphery,spotify:track:1dEkedqKwGjnCCMz1B5x86,"0,187","0,933",3,"-5,889",1,"0,125","0,00104","3,73E-05","0,158","0,353","84,92",333000,4,"35,9782",8,0,2
It's Time,Imagine Dragons,spotify:track:2POOvCjR09X41UNUWm12dT,"0,751","0,825",7,"-2,862",1,"0,0362","0,0689","0,00259","0,25","0,575","117,019",187244,4,"32,63919",10,1,2
Jewel,Flume,spotify:track:7cPO2IPraPDlGIguekShlV,"0,464","0,496",0,"-6,688",1,"0,0447","0,163","0,000501","0,783","0,0803","113,317",193732,4,"51,63625",9,0,2
Jingle Bell Rock,Bobby Helms,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,"0,754","0,424",2,"-8,463",1,"0,0363","0,643",0,"0,0652","0,806","119,705",130973,4,"38,40391",7,1,2
John,Lil Wayne Featuring Rick Ross,spotify:track:7HaggpJGAfEgH8wyMLOIPl,"0,589","0,821",11,"-4,473",1,"0,111","0,0143",0,"0,112","0,424","77,472",286973,4,"38,93574",12,1,2
Jorja Interlude,Drake,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,"0,735","0,373",11,"-10,478",1,"0,104","0,762","0,00202","0,288","0,237","123,081",107673,4,"63,41151",4,1,2
Juicy,Doja Cat & Tyga,spotify:track:7qvsl2pYzrsYgPeFBN5jxp,"0,786","0,658",0,"-2,61",1,"0,0661","0,0856",0,"0,0689","0,458","170,037",202333,4,"31,85313",11,1,2
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,spotify:track:1lItf5ZXJc1by9SbPeljFd,"0,807","0,887",1,"-3,892",1,"0,275","0,00381",0,"0,391","0,78","160,517",144244,4,"24,99199",8,1,2
Julep,Punch Brothers,spotify:track:5a4ZTEMp6wULHTEzJclKxt,"0,675","0,219",11,"-13,546",0,"0,0311","0,897","0,103","0,0979","0,313","105,921",326493,4,"47,23998",15,0,2
Jump Right In,Zac Brown Band,spotify:track:6yIMatK8OCXC3GuIlwHxuM,"0,697","0,82",1,"-5,108",1,"0,0575","0,0888",0,"0,143","0,655","104,022",180813,4,"45,04236",7,1,2
Jumpsuit,twenty one pilots,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,"0,62","0,61",11,"-8,329",0,"0,0373","0,00849","0,162","0,205","0,235","127,052",238560,4,"99,29365",10,1,2
Just Make da Money,Shatta Wale,spotify:track:50EjDc7Fa90x8QVK8eK7z9,"0,804","0,822",6,"-3,84",0,"0,335","0,0239",0,"0,0257","0,706","88,038",208814,4,"44,53196",8,0,2
Just Us,DJ Khaled Featuring SZA,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,"0,639","0,859",9,"-2,758",0,"0,147","0,135",0,"0,129","0,566","93,132",221379,4,"52,68865",9,1,2
Juxtapozed with U,Super Furry Animals,spotify:track:7LkicEgjBDtF7AjiYhdQMM,"0,526","0,823",6,"-6,661",0,"0,0483","0,105","1,1E-05","0,0726","0,921","82,862",191373,4,"46,31503",6,0,2
Keep Them Kisses Comin',Craig Campbell,spotify:track:1ugf7FcFQ0s95CTB0btuzz,"0,704","0,767",6,"-5,708",1,"0,0398","0,0524","0,000469","0,361","0,889","120,035",159827,4,"23,67458",8,1,2
Kenke Corner,Guts,spotify:track:7DSe9aWkpnbDQTTRikkpYp,"0,823","0,648",1,"-10,107",0,"0,045","0,0403","0,767","0,174","0,962","124,015",386893,4,"27,1154",18,0,2
Kevin's Heart,J. Cole,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ,"0,829","0,527",6,"-6,644",0,"0,367","0,482",0,"0,631","0,473","116,078",200310,4,"33,94862",10,1,2
Kill A Word,Eric Church Featuring Rhiannon Giddens,spotify:track:0ipcmHor30Y8p6hCd8QUVq,"0,651","0,732",2,"-8,037",1,"0,0381","0,0164","1,58E-06","0,0925","0,638","85,023",199213,4,"41,0046",6,1,2
Killin Dem,Zlatan,spotify:track:4cxyQw1AKCVqa9JVSN7njk,"0,876","0,808",3,"-5,382",0,"0,176","0,107","0,00447","0,121","0,745","112,923",220885,4,"29,4718",11,0,2
Kiss You In The Morning,Michael Ray,spotify:track:6jRcSR1kOPWJYisvkFfjUV,"0,557","0,909",11,"-3,405",1,"0,0423","0,00769",0,"0,317","0,857","152,13",181400,4,"31,7842",8,1,2
Know Yourself,Drake,spotify:track:5InOp6q2vvx0fShv3bzFLZ,"0,733","0,412",11,"-8,687",0,"0,225","0,196",0,"0,342","0,179","114,413",275840,4,"46,90366",9,1,2
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",spotify:track:7FfpP3YZ6fOWMdxkIAtud9,"0,708","0,56",9,"-7,132",1,"0,129","0,0668",0,"0,111","0,411","163,043",230520,4,"86,28227",9,1,2
Kush,Dr. Dre Featuring Snoop Dogg & Akon,spotify:track:1U8Ho1nOzKXYDvfigOuHG4,"0,444","0,866",7,"-6,217",1,"0,111","0,000622","4,72E-05","0,105","0,375","94,968",235120,4,"87,81487",7,1,2
L$D,A$AP Rocky,spotify:track:4S7YHmlWwfwArgd8LfSPud,"0,598","0,252",2,"-15,086",1,"0,0647","0,193","0,138","0,0992","0,0352","120,06",238307,4,"34,37839",10,1,2
La crucifixion,Mon Cote Punk,spotify:track:0ubaO435fw3KoNHDQvUbCJ,"0,587","0,603",2,"-8,381",1,"0,452","0,617",0,"0,0974","0,675","141,854",274573,4,"22,38701",13,0,2
Lavender Blue (Dilly Dilly) - Instrumental,Fred Mollin,spotify:track:41xfXGP8qwohCKMIv61DmF,"0,68","0,331",0,"-12,275",1,"0,0596","0,985","0,855","0,0951","0,674","92,029",91213,4,"42,68255",4,0,2
Lay Me Down,Sam Smith,spotify:track:64GRDrL1efgXclrhVCeuA0,"0,468","0,19",4,"-11,138",1,"0,0373","0,919",0,"0,107","0,326","125,319",219536,4,"35,65947",11,1,2
Leaving Earth,Clint Mansell,spotify:track:1ZUwoCWz8rJqzBTwtdscPN,"0,276","0,289",4,"-14,322",0,"0,0339","0,662","0,982","0,0963","0,0805","39,369",123720,4,0,2,0,2
Leaving Here,Echoing Angels,spotify:track:0CZf2rmN6sxRAPcwlWHvXq,"0,503","0,842",4,"-3,827",1,"0,0408","0,0101",0,"0,607","0,475","106,949",266016,4,"37,06359",12,0,2
Lego House,Ed Sheeran,spotify:track:5ubHAQtKuFfiG4FXfLP804,"0,592","0,637",11,"-8,48",1,"0,0992","0,562",0,"0,13","0,565","159,701",185093,4,"21,22474",9,1,2
Let Her Go,Passenger,spotify:track:0JmiBCpWc1IAc0et7Xm7FL,"0,479","0,545",7,"-7,346",1,"0,0688","0,365",0,"0,0963","0,244","74,897",252733,4,"53,79626",8,1,2
Let Me See Ya Girl,Cole Swindell,spotify:track:3y1t2sEahs8idFz2tiYNPO,"0,523","0,834",6,"-3,561",1,"0,0281","0,254",0,"0,393","0,445","92,99",187587,4,"23,34238",10,1,2
Let Me Take You There (feat. Laura White) - Max Styler Chill Dub,Max Styler,spotify:track:60STZlsjPjvFNrHdRMNL0n,"0,689","0,716",6,"-7,399",1,"0,0483","0,232","0,103","0,223","0,24","118,025",228814,4,"18,30822",11,0,2
Let There Be Cowgirls,Chris Cagle,spotify:track:5XsFHtfZJ8yHRWvKK4uQWO,"0,537","0,788",11,"-5,557",1,"0,0362","0,0892","1,27E-06","0,164","0,727","161,991",273480,4,"37,31114",11,1,2
Let Us Fly,Love Sees No Color,spotify:track:42E1xWvGTnarGGmd8iaCfB,"0,487","0,915",7,"-5,413",1,"0,0331","0,000278","1,4E-05","0,372","0,548","93,966",206005,4,"21,52767",10,0,2
Let Us Fly,Love Sees No Color,spotify:track:4rXDsT3QDtYoII35l5hqAT,"0,487","0,915",7,"-5,413",1,"0,0331","0,000278","1,4E-05","0,372","0,548","93,966",206005,4,"21,52767",10,0,2
Let's Fall In Love,Diana Krall,spotify:track:4JxZM3VMOyMWZ6hfP0EGek,"0,616","0,198",5,"-15,542",0,"0,0435","0,911","0,00216","0,116","0,377","125,117",258867,4,"40,59521",11,0,2
Lettin' The Night Roll,Justin Moore,spotify:track:33LSgUa20mKNgeut1XwP2E,"0,542","0,859",2,"-5,137",1,"0,0424","0,0873",0,"0,145","0,637","140,9",203120,4,"145,01526",4,1,2
Letting Go (Dutty Love),Sean Kingston Featuring Nicki Minaj,spotify:track:0wDbYIl4fN2mccHczCJqEf,"0,792","0,808",5,"-4,156",1,"0,0963","0,335",0,"0,269","0,709","92,064",230600,4,"45,78457",10,1,2
Life Changes,Thomas Rhett,spotify:track:4Vxu50qVrQcycjRyJQaZLC,"0,687","0,845",7,"-4,37",1,"0,0576","0,1",0,"0,0452","0,809","87,972",190227,4,"32,98145",8,1,2
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,spotify:track:2YlZnw2ikdb837oKMKjBkW,"0,63","0,53",0,"-7,259",1,"0,0434","0,4",0,"0,177","0,417","108,038",225053,3,"71,7475",9,1,2
Listen,Glee Cast,spotify:track:68GZZPYc0IYcOWgKPnc63S,"0,517","0,644",11,"-5,366",1,"0,0491","0,174",0,"0,111","0,195","122,694",219253,4,"44,41352",11,1,2
Little Toy Guns,Carrie Underwood,spotify:track:4lnnde7PnrXR3pUzQKBe6X,"0,434","0,868",7,"-1,208",1,"0,0603","0,00407","1,98E-06","0,0919","0,204","161,886",210760,4,"18,78005",11,1,2
Little White Church,Little Big Town,spotify:track:0f73zOCdBx6ZPdiBjwN1AP,"0,667","0,878",10,"-4,797",1,"0,0445","0,13",0,"0,16","0,816","107,024",186224,4,"31,02677",8,1,2
Liv Tonight,Nelly Featuring Keri Hilson,spotify:track:2BuJG2fuvyTOMRyNHo0P17,"0,591","0,91",8,"-4,593",1,"0,0882","0,00492",0,"0,0525","0,655","135,024",271053,4,"42,75408",14,1,2
Living,Dierks Bentley,spotify:track:54K7AZoGpQklpygKrxZlKN,"0,517","0,813",1,"-6,325",1,"0,0558","0,0153",0,"0,106","0,444","83,005",222147,4,"23,18127",9,1,2
Lizard - Claxixx Mix,Mauro Picotto,spotify:track:5y3RCEHsystHsdaN6DiFnt,"0,745","0,86",9,"-10,044",0,"0,0531","0,00817","0,841","0,112","0,082","134,301",164541,4,"26,81548",6,0,2
Loca,Shakira Featuring Dizzee Rascal,spotify:track:42k1KeBehAd83lrGt1okiC,"0,8","0,692",9,"-5,57",0,"0,0614","0,342","1,92E-06","0,0554","0,917","112,002",183693,4,"26,45875",11,1,2
Locked Out Of Heaven,Bruno Mars,spotify:track:3w3y8KPTfNeOKPiqUTakBh,"0,726","0,698",5,"-4,165",1,"0,0431","0,049",0,"0,309","0,867","143,994",233478,4,"56,42777",10,1,2
Lockjaw,French Montana Featuring Kodak Black,spotify:track:7iaw359G2XT14uTfV9feip,"0,615","0,648",5,"-3,792",0,"0,22","0,0411",0,"0,277","0,26","169,912",223147,4,"59,76709",9,1,2
Lois Lane,Joey Trap,spotify:track:5TGOcmBCSwc46D6MqONQT6,"0,848","0,595",0,"-6,538",1,"0,251","0,0554","2,64E-06","0,11","0,473","140,002",236640,4,"57,05352",13,0,2
Lola Montez,Volbeat,spotify:track:4NiIVDc0o0bmRiKrcFAggO,"0,513","0,875",2,"-4,819",1,"0,0336","0,000139","3,28E-05","0,0715","0,677","151,986",267680,4,"23,92554",9,0,2
Lone Town - VIP Mix,Blunt Instrument,spotify:track:6YSoAgffX9S3knLSpIo60n,"0,714","0,948",7,"-6,455",1,"0,0682","0,000838","0,837","0,524","0,559","99,979",249598,4,"39,61257",11,0,2
Lonely Child,YoungBoy Never Broke Again,spotify:track:6xqZi5JTTk6XIMLvy7w5JJ,"0,584","0,688",6,"-4,427",0,"0,431","0,294",0,"0,097","0,628","94,971",217659,5,"26,69141",9,1,2
Lonesome Broken And Blue,Adam Wakefield,spotify:track:1mx5Q2cmOzUUjEURXbJNOB,"0,425","0,543",4,"-5,179",1,"0,0284","0,61","0,00201","0,313","0,316","136,538",232853,4,"29,90933",9,1,2
Lookin' For That Girl,Tim McGraw,spotify:track:4tK5L8FD5Gl1dSwhzXuU6K,"0,494","0,843",6,"-4,454",1,"0,0342","0,00611","1,21E-05","0,0995","0,398","153,963",261347,4,"27,93913",11,1,2
Lord of All Unclean Spirits,Ondskapt,spotify:track:74mFdk0YOXXY0vEAkL38JG,"0,18","0,988",5,"-2,542",0,"0,0829","0,000153","0,852","0,377","0,0372","115,807",304867,4,"17,80553",14,0,2
Lost In Japan,Shawn Mendes X Zedd,spotify:track:79esEXlqqmq0GPz0xQSZTV,"0,713","0,738",10,"-6,784",1,"0,374","0,255",0,"0,106","0,425","105,027",201200,4,"58,92077",7,1,2
Lost In The Static,After The Burial,spotify:track:5QLH7zAdcAJLgR25gtvtoK,"0,602","0,955",6,"-4,888",1,"0,154","0,000989","0,0133","0,207","0,193","126,009",273194,4,"29,57843",10,0,2
Love Don't Run,Steve Holy,spotify:track:1dXUWskP4zy7Inqpfy5hf6,"0,512","0,532",0,"-3,28",1,"0,0301","0,475",0,"0,0993","0,256","147,473",219267,4,"33,96792",9,1,2
