dataset_of_70s_track,dataset_of_70s_artist,dataset_of_70s_uri,dataset_of_70s_danceability,dataset_of_70s_energy,dataset_of_70s_key,dataset_of_70s_loudness,dataset_of_70s_mode,dataset_of_70s_speechiness,dataset_of_70s_acousticness,dataset_of_70s_instrumentalness,dataset_of_70s_liveness,dataset_of_70s_valence,dataset_of_70s_tempo,dataset_of_70s_duration_ms,dataset_of_70s_time_signature,dataset_of_70s_chorus_hit,dataset_of_70s_sections,dataset_of_70s_target,dataset_of_70s_id_ano
I Wanna Find a Woman That'll Hold My Big Toe Till I Have to Go,Captain Beefheart & His Magic Band,spotify:track:4m0xxfyvjt12RaO84Sc57I,0.575,"0,6",0,"-12,639",1,"0,158","0,798","0,0002","0,0928","0,716","117,243",113800,3,"37,69058",7,0,4
I Wanna Get Next To You,Rose Royce,spotify:track:1rff5WJrSljfCLYFoXkDiT,0.62,"0,179",0,"-19,981",1,"0,0314","0,835","0,03","0,0928","0,675","130,864",238200,4,"46,60218",11,1,4
I Wanna Know If It's Good To You?,Funkadelic,spotify:track:6bqGgRbgZUFGAaAUEvizeG,0.304,"0,882",1,"-7,68",0,"0,105","0,00224","0,0636","0,178","0,573","80,986",361533,4,"118,16614",10,1,4
I Wanna Learn A Love Song,Harry Chapin,spotify:track:0y7n3jUYAUgldH4GQwnArf,0.567,"0,645",7,"-10,435",1,"0,0465","0,438",0,"0,1","0,654","152,762",262667,4,"26,9193",11,1,4
I Want'a Do Something Freaky To You,Leon Haywood,spotify:track:4ijuSvn7dE8i9o8Ori6QmC,0.574,"0,441",6,"-15,258",0,"0,0306","0,255","0,00316","0,229","0,911","92,158",303133,4,"32,20047",16,1,4
I.B.M. - Remastered,Throbbing Gristle,spotify:track:3LGsBmeeUzfqXfuhonkDaO,0.339,"0,59",11,"-12,54",1,"0,0769","0,903","0,364","0,799","0,0426","78,017",156055,4,"34,09418",8,0,4
I.O.D.,U.K. Subs,spotify:track:7zc2jnq26MF4IMZOneHY8w,0.391,"0,726",2,"-7,799",1,"0,0289","0,00114","0,0279","0,0907","0,703","98,358",84560,4,"31,86747",7,0,4
I'd Rather Love You,Charley Pride,spotify:track:6Zo1yJyD4Fj3fgg2FHxfTw,0.492,"0,35",9,"-11,091",1,"0,0272","0,689",0,"0,21","0,384","103,818",168400,4,"29,32693",8,1,4
I'd Really Love To See You Tonight,England Dan & John Ford Coley,spotify:track:2r008pcfVYc0zgQvSRqUJE,0.62,"0,556",5,"-12,044",1,"0,0336","0,184",0,"0,301","0,592","119,172",159107,4,"34,3009",9,1,4
Idiot Box - Music For Pleasure,The Damned,spotify:track:2adB08CRg7fuB7ABcC8IhR,0.304,"0,761",2,"-9,025",1,"0,0446","0,0746","0,246","0,171","0,556","166,807",296920,4,"25,0475",15,0,4
If I Needed You,Doc & Merle Watson,spotify:track:5FrFLxrFJOaAizts8QIkYW,0.601,"0,386",11,"-12,108",1,"0,0324","0,884","0,00763","0,231","0,587","91,608",156013,4,"50,67862",5,0,4
If I Were A King,Joe Bataan,spotify:track:19d5A8hNJsw4XPmnLNyuL2,0.458,"0,496",6,"-10,099",1,"0,0338","0,343","0,000117","0,0751","0,672","150,263",237120,3,"38,17706",12,0,4
If Only I Had My Mind On Something Else,Bee Gees,spotify:track:49TAefltwdGl085fK0EcUV,0.333,"0,372",2,"-13,418",1,"0,0305","0,22","1,34E-06","0,118","0,595","142,732",153160,4,"27,73891",9,1,4
If We Try,Don McLean,spotify:track:3VrgdoAzs5plHzLlVGlJJt,0.559,"0,323",2,"-13,495",1,"0,0303","0,872","0,000253","0,118","0,536","109,777",214867,4,"35,62735",9,1,4
If You Could See Her,Joel Grey,spotify:track:0ixEAqygl4YltsXxkY4LZp,0.499,"0,185",11,"-14,888",1,"0,23","0,937",0,"0,162","0,44","78,666",231360,3,"14,16006",10,0,4
If You Love Me (let Me Know),Olivia Newton-John,spotify:track:659kkKUPzX3KyWiRkL8OS1,0.564,"0,851",5,"-7,235",1,"0,0648","0,00262","3,33E-05","0,928","0,762","135,879",101453,4,"94,73313",3,1,4
Il Mio Nome è Nessuno / My Name is Nobody - Main Title,Ennio Morricone,spotify:track:7K1r1nvMcayOjaPS16MNq2,0.591,"0,636",2,"-3,658",1,"0,028","0,0137","0,72","0,108","0,221","111,777",191080,4,"26,9233",11,0,4
Il Se Passe Des Choses,Brigitte Fontaine,spotify:track:27cwcZXaLsgcDf2YolNgFN,0.296,"0,226",2,"-16,746",0,"0,0345","0,705",0,"0,109","0,135","100,465",217293,3,"68,25347",9,0,4
I'll Be Your Everything,Percy Sledge,spotify:track:1LALkNkIVdRXnwtLRBp1W2,0.538,"0,221",0,"-13,496",1,"0,0315","0,664",0,"0,0811","0,47","124,779",202840,4,"43,5436",8,1,4
I'll Be Your Shelter (In Time Of Storm),Luther Ingram,spotify:track:4CAey4iFN0nyncxkUwcdbl,0.726,"0,625",2,"-9,346",1,"0,0618","0,0773","0,000143","0,111","0,754","96,982",201333,4,"21,8105",10,1,4
I'll Get Over You,Crystal Gayle,spotify:track:5cc4xKRM4dHZ6aVYbGKmdc,0.563,"0,436",8,"-8,661",1,"0,0347","0,682",0,"0,0854","0,451","109,843",210800,4,"23,84555",10,1,4
I'll Hold Out My Hand,The Clique,spotify:track:4F7DPcLkBhKIl6yhFMcwhm,0.562,"0,715",2,"-8,481",1,"0,0272","0,522",0,"0,185","0,908","102,009",157467,4,"28,6427",8,1,4
I'll Make You Music,Beverly Bremers,spotify:track:3FODe1S9OlL5Y9y9koJA7I,0.465,"0,398",4,"-13,718",0,"0,0309","0,597","3,5E-06","0,386","0,661","116,182",203051,3,"25,41398",11,1,4
I'll Supply The Love,Toto,spotify:track:3kETGXBpOCSESrSOEf6P84,0.763,"0,679",1,"-12,132",0,"0,0318","0,0289","0,862","0,0606","0,726","125,126",224240,4,"31,49453",12,1,4
I'm A Believer,Neil Diamond,spotify:track:0LBmBAvhHdimgPgktjMX4d,0.63,"0,713",4,"-9,161",1,"0,0491","0,256",0,"0,262","0,728","79,967",167493,4,"32,19149",10,1,4
I'm a Conservative,Iggy Pop,spotify:track:5Uq4h4aQtPsYw9hkLs5zzR,0.319,"0,769",11,"-10,021",0,"0,0574","0,000433",0,"0,174","0,291","137,644",238627,4,"46,35422",8,0,4
I'm A Ramblin' Man,Waylon Jennings,spotify:track:7FYQ5lnm0aSw5gughyiDkr,0.772,"0,561",7,"-11,654",1,"0,0319","0,333","0,00344","0,0931","0,768","109,438",166400,4,"33,41449",9,1,4
I'm Doin' Fine Now,New York City,spotify:track:2G5ohWJfctEeCfYFKzQIkO,0.842,"0,641",0,"-8,826",1,"0,0396","0,0249","0,00701","0,168","0,82","117,194",164880,4,"43,96797",5,1,4
I'm Not Lisa,Jessi Colter,spotify:track:2G9HPwBaHica41sMtQ7QvX,0.441,"0,237",5,"-10,169",1,"0,0252","0,578","0,000765","0,0977","0,145","78,939",201933,4,"30,24194",10,1,4
I'm On Fire,5000 Volts,spotify:track:7bjtTJ4M10kpl2pGJxsg1Q,0.554,"0,793",0,"-9,428",1,"0,0355","0,0298",0,"0,498","0,924","138,549",157293,4,"38,76949",7,1,4
I'm Still In Love With You,Al Green,spotify:track:6SMHgPgNkhe9lneNTbgtel,0.822,"0,457",6,"-10,937",1,"0,235","0,214","0,000397","0,0766","0,73","99,16",307063,4,"83,61484",9,1,4
I'm Your Hoochie Coochie Man,Willie Dixon,spotify:track:0OfQOvJ893Mkn97wYa6hoO,0.55,"0,261",7,"-19,794",1,"0,0443","0,341","0,0805","0,387","0,812","128,028",287092,4,"27,77319",17,0,4
Improvisation 102f,Henry Kaiser,spotify:track:75ZM19Y9PksSSlFKhNnxbO,0.567,"0,213",9,"-19,084",1,"0,66","0,94","0,351","0,313","0,26","60,449",284773,4,"40,66957",13,0,4
In A Broken Dream,Python Lee Jackson,spotify:track:0DpyE1JwimaQaiFXQdwUCZ,0.27,"0,641",5,"-5,902",1,"0,0354","0,0405","0,00438","0,0924","0,352","76,31",255183,4,"40,97228",12,1,4
In The Ghetto,Candi Staton,spotify:track:3tC0NI3tf3hStiYspdxfNn,0.551,"0,292",10,"-17,125",1,"0,0383","0,822","7,04E-06","0,138","0,623","85,272",173640,4,"67,37847",7,1,4
In un bar,Ennio Morricone,spotify:track:02kpUGTEmWvUPNSz1zRrAr,0.594,"0,725",11,"-11,192",0,"0,0772","3,01E-05","0,911","0,162","0,547","129,121",144347,4,"34,707",6,0,4
Industrial Intro - 32AR,Throbbing Gristle,spotify:track:73YZZUeMO1PzlJ5U5uFWb8,0.228,"0,12",8,"-28,052",0,"0,0371","0,892","0,923","0,105","0,108","71,217",124267,4,"56,30759",6,0,4
Invasión,Los Gatos,spotify:track:0ndQVUIQlTTvYsbrK0mk0p,0.233,"0,623",8,"-9,62",1,"0,141","0,135","0,873","0,135","0,291","172,108",429547,4,"22,77356",17,0,4
Ipo Lei Manu,Gabby Pahinui,spotify:track:4QvnWJ8HnhAVmOKQ0mSDy7,0.518,"0,39",5,"-14,433",0,"0,0369","0,489","0,0071","0,145","0,294","81,52",285173,4,"52,84074",13,0,4
It Makes Me Giggle,John Denver,spotify:track:5l5Rm50ZlfOQl5mzVeTlLd,0.549,"0,358",4,"-12,629",1,"0,0389","0,491","4,51E-05","0,143","0,354","93,76",195560,4,"45,59755",9,1,4
It Was Almost Like A Song,Ronnie Milsap,spotify:track:5fO4iEznH83cwSHZLFz2lQ,0.327,"0,281",0,"-10,663",1,"0,0276","0,323","0,00418","0,0713","0,151","147,72",219520,4,"28,83899",11,1,4
It's Going To Take Some Time,Carpenters,spotify:track:17MRUI1nql2E1GJEltjoyx,0.591,"0,148",0,"-16,694",1,"0,0337","0,947","0,141","0,111","0,314","117,483",176054,3,"31,60387",12,1,4
It's Hard To Stop (Doing Something When It's Good To You),Betty Wright,spotify:track:5pkOmQQ34kZM9tCS3RosOG,0.695,"0,625",10,"-10,258",1,"0,0319","0,731","0,177","0,101","0,932","108,143",190306,4,"21,14487",12,1,4
It's Her Turn To Live,Smokey Robinson,spotify:track:4xEZfC2CjDQ1E9vMKAQDY9,0.815,"0,813",5,"-5,992",1,"0,0365","0,224",0,"0,403","0,968","104,974",187267,4,"37,0295",11,1,4
It's Only Love,Elvis Presley,spotify:track:0mWM576NnQfdza8CKlY1BU,0.551,"0,446",2,"-12,49",1,"0,0331","0,546","2,75E-05","0,254","0,845","87,123",157280,4,"30,94465",9,1,4
It's So Easy,Linda Ronstadt,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF,0.623,"0,764",4,"-4,686",1,"0,0418","0,0229",0,"0,841","0,894","119,717",145173,4,"35,13559",8,1,4
Itsudemo Soba ni,Taeko Onuki,spotify:track:537uJGgAhlZWoCLC9GL2Og,0.544,"0,441",5,"-11,129",0,"0,0313","0,369","2,8E-05","0,0429","0,425","102,042",249360,4,"20,76989",14,0,4
I've Been Born Again,Johnnie Taylor,spotify:track:3qsd48RQItp8PTzc98T2TI,0.738,"0,585",9,"-8,381",1,"0,123","0,357",0,"0,0905","0,885","126,6",202547,4,"19,3486",13,1,4
Jack And Jill,Raydio,spotify:track:5KDT5BDSmomPMe2AXuGInR,0.693,"0,659",4,"-4,722",1,"0,0299","0,395","0,00485","0,133","0,541","106,247",275667,4,"22,47342",12,1,4
Jack Fig,Leo Kottke,spotify:track:6uY3Rn1YxqhInQ1OiFvf4t,0.342,"0,515",3,"-14,232",1,"0,0404","0,0742","0,93","0,144","0,659","118,047",130867,4,"18,74032",8,0,4
Jackson Town Gal,Pinetop Perkins,spotify:track:4okXDAAqPaKv6ZAOIaGlan,0.563,"0,414",7,"-10,603",1,"0,0596","0,677","0,0175","0,12","0,411","203,262",279867,3,"30,40199",17,0,4
James Dean,Eagles,spotify:track:0HznRAeJLyGtyLZgecDiLI,0.481,"0,894",9,"-7,213",1,"0,0415","0,00602","0,0149","0,191","0,562","140,9",218269,4,"24,52661",7,1,4
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,spotify:track:3p441l1s27Pfo8at57EwEf,0.0908,"0,461",0,"-13,932",1,"0,0409","0,028","0,69","0,124","0,523","72,399",270507,1,"39,48809",10,1,4
Jimmy Rose He Went To Town,Mike Seeger,spotify:track:794EA2L8ss1sm0P9lUjJjh,0.643,"0,299",5,"-19,471",1,"0,134","0,649",0,"0,103","0,563","107,236",51800,4,"10,0876",3,0,4
Jingle Jangle,The Archies,spotify:track:1nSZe7ly7kCTcNBkTzV40y,0.625,"0,472",2,"-11,18",1,"0,0387","0,0368",0,"0,148","0,617","109,302",162151,4,"27,22585",9,1,4
John McLaughlin,John Hartford,spotify:track:3cgEN9pikGd8TJipq60pvJ,0.583,"0,786",2,"-11,151",1,"0,0289","0,328","0,891","0,0947","0,839","110,179",103867,4,"42,99645",5,0,4
Johnny W. - Remastered,Westernhagen,spotify:track:4OHpuUcoXDkwITrWwQeX9T,0.516,"0,222",0,"-15,3",1,"0,0422","0,819",0,"0,168","0,657","150,287",207600,4,"38,07172",9,0,4
Johnny Walker,Westernhagen,spotify:track:4Kv4X85wtmZduCtw4nNFvk,0.515,"0,148",0,"-20,016",1,"0,0443","0,752",0,"0,0842","0,651","150,544",207000,4,"38,3635",10,0,4
"Johnny, I Hardly Knew Ye",Traditional,spotify:track:5neQmYjtKWeqkNpuQJoUFx,0.333,"0,0629",9,"-22,422",0,"0,0522","0,994","0,00214","0,356","0,192","76,188",201427,4,"98,82699",8,0,4
Jorge Da Capadócia,Jorge Ben Jor,spotify:track:06YxPcR6dTaSC5ee3uxWdI,0.463,"0,82",0,"-6,905",1,"0,0499","0,532","2,79E-06","0,117","0,689","110,149",231080,4,"41,00147",5,0,4
Josie,Kris Kristofferson,spotify:track:07rkOVz8p74BtEs1WWPLP8,0.687,"0,352",2,"-14,317",1,"0,028","0,45",0,"0,172","0,615","96,99",191787,4,"22,51146",9,1,4
Joy in the Morning,The Gaylads,spotify:track:6DORXCoYmDxL97zdi0Qshm,0.675,"0,472",9,"-15,015",0,"0,0469","0,428","0,539","0,105","0,765","81,207",234547,4,"56,71656",11,0,4
Juliette,kalapana,spotify:track:51DeVEIPRwvPigFYO3xQEF,0.685,"0,632",9,"-8,801",0,"0,0282","0,233","0,00415","0,357","0,641","136,447",192787,4,"34,72727",10,0,4
"July 12, 1939",Charlie Rich,spotify:track:0a32BQVIZxqDYiSHtvpAkb,0.674,"0,244",9,"-13,88",1,"0,0409","0,594","2,69E-05","0,0764","0,635","118,795",270787,4,"32,22255",13,1,4
Just Got To Know,Billy Boy Arnold,spotify:track:4l4CG0aEuz2yGMYFxWsQZS,0.613,"0,706",1,"-6,953",0,"0,184","0,525","5,78E-06","0,357","0,857","141,592",231960,1,"51,14319",9,0,4
Just My Imagination (Running Away With Me),The Temptations,spotify:track:39Bd345OWEhRNyfayhp9gv,0.425,"0,242",0,"-15,424",1,"0,0267","0,88","0,0118","0,195","0,477","92,472",228160,4,"60,7341",11,1,4
Just Remember I Love You,Firefall,spotify:track:4mxaH9MLP8VN8vXX46y3Jd,0.543,"0,759",0,"-8,792",1,"0,028","0,0578","2,26E-06","0,977","0,697","116,005",216413,4,"51,75557",7,1,4
Just Seven Numbers (Can Straighten Out My Life),Four Tops,spotify:track:5uQGotQ1lAMdQa0gR4Y2Qv,0.405,"0,66",2,"-10,538",1,"0,0446","0,0809","0,00148","0,166","0,87","179,537",191293,4,"50,39834",7,1,4
Just The Way You Are,Billy Joel,spotify:track:49MHCPzvMLXhRjDantBMVH,0.589,"0,453",7,"-8,912",1,"0,0397","0,703","2,54E-05","0,134","0,513","139,148",290573,4,"26,95017",15,1,4
Kaloaloa,Hui Ohana,spotify:track:4ZETdqBNpKyFLvxZHFDEAR,0.546,"0,366",9,"-11,837",1,"0,0346","0,933","0,695","0,105","0,79","150,301",144760,4,"37,99756",9,0,4
Kansas City Blues,Sleepy John Estes,spotify:track:1gUgah8BsuuxkMmClvSg21,0.609,"0,453",7,"-11,033",1,"0,162","0,968","0,000341","0,162","0,888","183,55",104067,4,"68,39922",4,0,4
Keep on Groaning,Jack Owens,spotify:track:0vSyYpSBOgg9fKKpOfPtzj,0.677,"0,049",11,"-17,698",0,"0,0441","0,977","0,226","0,107","0,403","76,114",276053,4,"25,8174",17,0,4
Keep Playin' That Rock 'N' Roll,Edgar Winter's White Trash,spotify:track:6xyA3dyXzbyme6pDyuG8zG,0.678,"0,854",4,"-10,678",1,"0,0349","0,0932",0,"0,109","0,962","129,638",223800,4,"48,75761",11,1,4
Kid Cavaquinho,João Bosco,spotify:track:1qsIeEiFLeB7vipJTA30Qi,0.595,"0,486",2,"-17,27",1,"0,0578","0,509","2,29E-05","0,0791","0,922","105,174",180493,1,"35,8707",7,0,4
Kid Charlemagne,Steely Dan,spotify:track:3sqNXrDvCy4nid6XbaA2Cg,0.546,"0,697",0,"-9,667",1,"0,0631","0,272","0,00558","0,649","0,755","96,752",278800,4,"40,37257",9,1,4
Kinfolk's Blues,Muddy Waters,spotify:track:1bUhqE2f2TPTqyyPxyCgqt,0.628,"0,421",5,"-16,76",1,"0,041","0,377","0,000343","0,208","0,869","95,81",148933,4,"47,63725",7,0,4
King Jesus,Larry Sparks,spotify:track:4VEEGGE5r38SCHzgMVEcnF,0.553,"0,435",11,"-12,667",1,"0,0342","0,748","0,226","0,176","0,732","165,036",138733,4,"35,86303",6,0,4
King Tut,Steve Martin And The Toot Uncommons,spotify:track:0MOwFENfV5Q94mUU3F4Nk5,0.67,"0,698",9,"-13,009",1,"0,136","0,361",0,"0,459","0,935","125,144",130253,4,"62,70825",6,1,4
L.A. Blues,The Stooges,spotify:track:1ED6dMdVwXGkXAjsJdk5f0,0.171,"0,949",2,"-15,105",1,"0,201","0,000105","0,562","0,532","0,055","106,971",293867,3,"38,38155",12,0,4
La ballata di Sacco e Vanzetti - Version 1,Ennio Morricone,spotify:track:1RhRTwZiV96lsSHbfycSZv,0.286,"0,388",9,"-7,109",0,"0,0353","0,922","0,0143","0,128","0,0618","119,164",303453,4,"43,566",16,0,4
La canción de las cigarras,Alberto Cortez,spotify:track:6jQ2iMCO8APlMXuJNamk5E,0.461,"0,382",2,"-13,3",1,"0,0401","0,958","0,0713","0,185","0,384","123,36",257053,3,"20,33816",15,0,4
La Città Fatta A Inferno,Tito Schipa Jr.,spotify:track:1CLJTZuq4LDDwXrqZkfTK8,0.319,"0,728",2,"-10,914",0,"0,164","0,291","5,27E-06","0,178","0,44","175,755",460916,4,"59,60644",15,0,4
La Cruz De Tu Olvido,Vicente Fernández,spotify:track:5CYUGnQQCTMIG67GNkUnt7,0.589,"0,496",5,"-4,486",1,"0,0382","0,608",0,"0,575","0,684","83,794",150419,3,"32,67538",8,0,4
La désillusion,Eric Demarsan,spotify:track:2Vum8jojbkYusfrCrNETBE,0.0697,"0,232",2,"-14,64",0,"0,0381","0,27","0,941","0,157","0,106","56,846",128293,3,"44,35059",8,0,4
La rousse,Vladimir Cosma,spotify:track:6NuQXoziQg1F38AQZtAOwf,0.566,"0,137",0,"-11,94",0,"0,0374","0,131","0,244","0,0755","0,805","79,118",58467,4,"19,85993",5,0,4
La scoumoune (Theme principal),François de Roubaix,spotify:track:6zEUrQO9kN0k12uJldEe7B,0.35,"0,261",10,"-19,009",0,"0,0426","0,0315","0,941","0,104","0,427","119,199",148933,4,"27,77455",11,0,4
La valse du mariage,Francis Lai,spotify:track:5V7geCdYPA3MY3RSmhYTyQ,0.219,"0,452",7,"-7,001",0,"0,0306","0,779","0,96","0,178","0,428","178,261",125693,3,"53,06638",6,0,4
La vérité,Jean-Michel Jarre,spotify:track:1GWVYi6KCflih32diwc6Tx,0.305,"0,201",5,"-7,847",0,"0,0411","0,734","0,899","0,175","0,266","115,663",56520,4,"15,96867",3,0,4
Lady Eleanor,Lindisfarne,spotify:track:7Aw5qOxD2UV27vqgyg89C4,0.498,"0,336",11,"-13,815",0,"0,0379","0,295","3,44E-05","0,0794","0,346","105,447",255427,4,"81,24507",13,1,4
Lady Rolland,Laboratorium,spotify:track:46OBVF22kyi2YrOYVeYrBF,0.405,"0,11",1,"-18,428",1,"0,0373","0,594","0,782","0,109","0,0843","124,212",104332,4,"26,51295",5,0,4
Lagoon Night,Iasos,spotify:track:3ZQ3qmO1m89tCWKFxjUl3k,0.127,"0,217",9,"-35,347",0,"0,732","0,953","0,933","0,425","0,032","87,435",76173,4,"27,57241",5,0,4
Lament - Original Cast Recording/1979,Patti LuPone,spotify:track:7rbDCzjPfNbbTQGIdNBcmV,0.381,"0,0665",10,"-23,024",0,"0,0392","0,944","0,00605","0,12","0,136","125,759",176640,4,"30,87176",10,0,4
L'amour Au Grand Air,François Bréant,spotify:track:0XiJEZt2gadxmxG8jXVSRI,0.293,"0,269",7,"-15,248",1,"0,0366","0,881","0,769","0,503","0,037","115,948",359893,4,"37,41173",16,0,4
Land Of Make Believe,Chuck Mangione With The Hamilton Philharmonic Orchestra,spotify:track:1XiP8qRiHsx2wQPSmsLp7W,0.273,"0,321",10,"-16,604",1,"0,0449","0,033","0,00571","0,705","0,285","133,267",744867,4,"51,58365",29,1,4
Land Of The Midnight Sun,Al Di Meola,spotify:track:5SJX5mCdcF6IPHXPwFOMsP,0.415,"0,57",11,"-14,18",0,"0,0384","0,546","0,803","0,68","0,739","119,346",550293,4,"44,36134",24,0,4
Last Child,Aerosmith,spotify:track:7gpavVMJwJYFNUzfzUdSv7,0.599,"0,613",8,"-9,978",1,"0,0344","0,163","1,66E-06","0,047","0,767","84,22",206707,4,"55,90232",10,1,4
Laundromat Blues,Carey Bell,spotify:track:7JkfY4kItTQiKvLxgCzMk9,0.472,"0,309",2,"-13,453",0,"0,0452","0,409","0,156","0,254","0,487","80,041",271533,4,"57,68404",11,0,4
Lawra - Instrumental,Ron Carter,spotify:track:3vl8swzH6NHfOh4UJCq4R5,0.334,"0,537",5,"-13,512",1,"0,0307","0,0821","0,395","0,164","0,532","90,026",365533,4,"49,87399",15,0,4
Lay-Away,The Isley Brothers,spotify:track:2lpkeVjNP3sbilp2TH5nc5,0.64,"0,795",11,"-5,222",0,"0,0418","0,627",0,"0,179","0,946","161,48",203093,4,"34,21059",9,1,4
Layla,Derek & The Dominos,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,0.404,"0,903",1,"-3,88",1,"0,0668","0,577","0,297","0,287","0,498","115,672",423840,4,"23,94016",15,1,4
Lazy Evening Blues,Alan Parker,spotify:track:1TRD0G4Fbm9Q4PkRO2awXu,0.677,"0,219",2,"-13,163",1,"0,0394","0,258","0,885","0,0705","0,133","121,475",278440,4,"41,69284",13,0,4
Lazybones,Leon Redbone,spotify:track:6gPIzzQxFn49zaBWpjGGtF,0.688,"0,0539",6,"-17,911",1,"0,0627","0,919","0,00246","0,129","0,431","101,407",186944,4,"36,81482",11,0,4
Le Beau Cancer,Brigitte Fontaine,spotify:track:0AiVWZnTcrPwJtaldbLVyg,0.588,"0,313",5,"-12,678",0,"0,0331","0,383",0,"0,104","0,591","102,896",121733,4,"22,95593",7,0,4
Le goudron,Brigitte Fontaine,spotify:track:0xvjy3yL8TX1MZmwtMCbt5,0.417,"0,319",3,"-12,328",1,"0,0635","0,878","0,000184","0,156","0,26","77,486",250360,4,"77,08215",12,0,4
Le prince se meurt d'amour,Michel Legrand,spotify:track:0m7VmOLWI0QiWkKOTYDVco,0.11,"0,241",3,"-17,956",0,"0,0441","0,916","0,876","0,0819","0,0748","180,236",170693,5,"33,56169",9,0,4
Lean On Me,Bill Withers,spotify:track:3M8FzayQWtkvOhqMn2V4T2,0.619,"0,22",0,"-13,843",1,"0,0667","0,782","1,19E-05","0,124","0,423","75,16",258835,4,"28,11061",12,1,4
Let Me Get To Know You,Paul Anka,spotify:track:4mvZnMDlsR2dxSO6iQrSu9,0.536,"0,614",6,"-8,293",1,"0,0331","0,283",0,"0,336","0,527","106,333",202800,4,"26,32551",10,1,4
Let Me In,The Osmonds,spotify:track:0cvsbBp7UHWRT1nPtwqrz2,0.18,"0,453",0,"-10,914",1,"0,0336","0,678",0,"0,375","0,427","164,328",219173,4,"40,40943",9,1,4
Let Me Know (I Have A Right),Gloria Gaynor,spotify:track:29ok4nWfUmmR1A8P8t2kuq,0.789,"0,735",11,"-8,292",0,"0,0384","0,0143","8,19E-05","0,3","0,925","126,785",194933,4,"14,5544",10,1,4
Let the Drums Speak,Fatback Band,spotify:track:6BNg8HwUo6Txd9mYAPgpMh,0.598,"0,657",11,"-11,702",1,"0,331","0,00205","0,625","0,0532","0,73","111,791",225800,4,"26,23649",11,0,4
Let's Be Young Tonight,Jermaine Jackson,spotify:track:3L771lNX9w6XecLLgyG47Q,0.511,"0,725",5,"-10,668",0,"0,0592","0,134",0,"0,925","0,808","126,15",307293,4,"15,20472",16,1,4
Let's Get Crazy Tonight,Rupert Holmes,spotify:track:6IjkHGGVZVJT9J6RUNsmTM,0.784,"0,691",5,"-8,426",1,"0,0309","0,0639","4,7E-06","0,07","0,965","113,804",212987,4,"32,64688",10,1,4
Let's Get Married,Al Green,spotify:track:3ZzlW5lzXyE0tnsVvzxzZu,0.702,"0,528",9,"-8,673",1,"0,0372","0,0947","0,000103","0,556","0,962","115,148",203320,4,"27,60697",9,1,4
L'Hereu Riera,Al Tall,spotify:track:33d48OalQhEY5Yz1Boa1dk,0.455,"0,154",9,"-14,251",0,"0,036","0,941","4,36E-06","0,171","0,236","129,15",296053,4,"26,91872",13,0,4
Liebesleid,Fritz Kreisler,spotify:track:6Yhg6HBYp4Mj6jhWPbrvuX,0.307,"0,0462",9,"-30,328",0,"0,0353","0,994","0,887","0,104","0,222","77,332",225440,1,"97,08641",8,0,4
Light Manufacturing,Tony Kinsey,spotify:track:5Kmu05SkU6m34mtTuruuVO,0.666,"0,328",5,"-19,704",1,"0,034","0,836","0,905","0,106","0,535","120,757",170587,4,"50,78793",8,0,4
Lights,Journey,spotify:track:7EHmKkyAr6MZv5Y2FdZbXw,0.193,"0,5",7,"-9,903",1,"0,0381","0,108","0,0067","0,332","0,354","207,639",190333,3,"39,12345",8,1,4
Like A Sad Song,John Denver,spotify:track:69EkMYkCSqbl4ZoX6HQryg,0.387,"0,0287",7,"-18,887",1,"0,0389","0,945","1,58E-05","0,139","0,162","70,639",222267,4,"35,25165",11,1,4
Like Sonny - Alternate Take,John Coltrane,spotify:track:0AcwwCYmmV5r44oY46296T,0.446,"0,203",8,"-17,364",1,"0,0413","0,696","0,00119","0,107","0,494","73,311",367800,4,"41,26393",11,0,4
Listen Here,Brian Auger & The Trinity,spotify:track:6F8oB8ZuTr4PcnINPs9G38,0.62,"0,779",0,"-10,159",1,"0,0407","0,00454","0,86","0,0952","0,96","134,501",568827,4,"22,63804",19,1,4
Lonely Teardrops,Brian Hyland,spotify:track:6jO2YmZgkLvGNfzvFWTL9N,0.438,"0,609",7,"-8,28",1,"0,029","0,424","0,000143","0,0615","0,874","137,704",192907,4,"27,83348",8,1,4
Lonesome River (feat. Ricky Skaggs & Keith Whitley),Ralph Stanley,spotify:track:6qrASXhVGyH4CnQXrfZzin,0.573,"0,305",2,"-13,816",1,"0,0331","0,676","1,57E-06","0,132","0,431","94,349",157667,1,"19,41836",9,0,4
Long Live Rock,The Who,spotify:track:1Pq1ySROrhPJ1ljTcZPy83,0.465,"0,84",2,"-6,608",1,"0,0489","0,327","0,00113","0,222","0,579","129,436",236573,4,"30,00396",11,1,4
Look At Me (I'm In Love),The Moments,spotify:track:4GOhstuymDo7yP2SL0N9ZT,0.392,"0,511",5,"-9,008",1,"0,0311","0,337","9,25E-05","0,118","0,337","144,508",191067,4,"27,71822",10,1,4
